author,top_emotions,top_emotions_pct,strong_emotions,moderate_emotions,weak_emotions,top_emotions_labeled
Razorwindx17,"[""approval"", ""curiosity"", ""annoyance""]","[48.15, 22.22, 14.81]",[],"[""approval""]","[""curiosity"", ""annoyance""]","[""approval (moderata: 48.15%)"", ""curiosity (debole: 22.22%)"", ""annoyance (debole: 14.81%)""]"
Ready_to_happen,"[""approval"", ""love"", ""disapproval""]","[32.0, 20.0, 20.0]",[],"[""approval""]","[""love"", ""disapproval""]","[""approval (moderata: 32.00%)"", ""love (debole: 20.00%)"", ""disapproval (debole: 20.00%)""]"
Real-EstateNovelist,"[""curiosity"", ""annoyance"", ""approval""]","[30.77, 23.08, 15.38]",[],"[""curiosity""]","[""annoyance"", ""approval""]","[""curiosity (moderata: 30.77%)"", ""annoyance (debole: 23.08%)"", ""approval (debole: 15.38%)""]"
RedPillSafe,"[""approval"", ""disapproval"", ""disgust""]","[40.74, 40.74, 33.33]",[],"[""approval"", ""disapproval"", ""disgust""]",[],"[""approval (moderata: 40.74%)"", ""disapproval (moderata: 40.74%)"", ""disgust (moderata: 33.33%)""]"
ReeZoX,"[""approval"", ""disapproval"", ""admiration""]","[30.77, 19.23, 15.38]",[],"[""approval""]","[""disapproval"", ""admiration""]","[""approval (moderata: 30.77%)"", ""disapproval (debole: 19.23%)"", ""admiration (debole: 15.38%)""]"
ReggaYegga,"[""approval"", ""disapproval"", ""curiosity""]","[24.0, 24.0, 16.0]",[],[],"[""approval"", ""disapproval"", ""curiosity""]","[""approval (debole: 24.00%)"", ""disapproval (debole: 24.00%)"", ""curiosity (debole: 16.00%)""]"
Replicant28,"[""approval"", ""caring"", ""confusion""]","[22.22, 18.52, 18.52]",[],[],"[""approval"", ""caring"", ""confusion""]","[""approval (debole: 22.22%)"", ""caring (debole: 18.52%)"", ""confusion (debole: 18.52%)""]"
RetardYourAnger,"[""approval"", ""disapproval"", ""disgust""]","[41.38, 31.03, 20.69]",[],"[""approval"", ""disapproval""]","[""disgust""]","[""approval (moderata: 41.38%)"", ""disapproval (moderata: 31.03%)"", ""disgust (debole: 20.69%)""]"
Reverend_Gr0gg,"[""optimism"", ""approval"", ""disgust""]","[24.0, 20.0, 20.0]",[],[],"[""optimism"", ""approval"", ""disgust""]","[""optimism (debole: 24.00%)"", ""approval (debole: 20.00%)"", ""disgust (debole: 20.00%)""]"
RevolutionaryEbb,"[""approval"", ""admiration"", ""curiosity""]","[36.0, 20.0, 16.0]",[],"[""approval""]","[""admiration"", ""curiosity""]","[""approval (moderata: 36.00%)"", ""admiration (debole: 20.00%)"", ""curiosity (debole: 16.00%)""]"
RiaanZoetmulder,"[""approval"", ""curiosity"", ""annoyance""]","[33.33, 20.83, 20.83]",[],"[""approval""]","[""curiosity"", ""annoyance""]","[""approval (moderata: 33.33%)"", ""curiosity (debole: 20.83%)"", ""annoyance (debole: 20.83%)""]"
Righthandofxenu,"[""approval"", ""curiosity"", ""confusion""]","[40.0, 32.0, 16.0]",[],"[""approval"", ""curiosity""]","[""confusion""]","[""approval (moderata: 40.00%)"", ""curiosity (moderata: 32.00%)"", ""confusion (debole: 16.00%)""]"
RiverFlowingUp,"[""approval"", ""caring"", ""realization""]","[36.84, 21.05, 21.05]",[],"[""approval""]","[""caring"", ""realization""]","[""approval (moderata: 36.84%)"", ""caring (debole: 21.05%)"", ""realization (debole: 21.05%)""]"
Rixe,"[""admiration"", ""disapproval"", ""excitement""]","[26.32, 15.79, 15.79]",[],"[""admiration""]","[""disapproval"", ""excitement""]","[""admiration (moderata: 26.32%)"", ""disapproval (debole: 15.79%)"", ""excitement (debole: 15.79%)""]"
Rlack,"[""approval"", ""disapproval"", ""confusion""]","[38.46, 23.08, 19.23]",[],"[""approval""]","[""disapproval"", ""confusion""]","[""approval (moderata: 38.46%)"", ""disapproval (debole: 23.08%)"", ""confusion (debole: 19.23%)""]"
RoboHasi,"[""approval"", ""disapproval"", ""curiosity""]","[26.09, 26.09, 21.74]",[],"[""approval"", ""disapproval""]","[""curiosity""]","[""approval (moderata: 26.09%)"", ""disapproval (moderata: 26.09%)"", ""curiosity (debole: 21.74%)""]"
RobotNormie,"[""annoyance"", ""approval"", ""disapproval""]","[30.77, 26.92, 26.92]",[],"[""annoyance"", ""approval"", ""disapproval""]",[],"[""annoyance (moderata: 30.77%)"", ""approval (moderata: 26.92%)"", ""disapproval (moderata: 26.92%)""]"
Rocky_Bukkake,"[""admiration"", ""approval"", ""love""]","[31.58, 21.05, 21.05]",[],"[""admiration""]","[""approval"", ""love""]","[""admiration (moderata: 31.58%)"", ""approval (debole: 21.05%)"", ""love (debole: 21.05%)""]"
RoninSinceBirth,"[""approval"", ""realization"", ""confusion""]","[29.17, 25.0, 12.5]",[],"[""approval"", ""realization""]","[""confusion""]","[""approval (moderata: 29.17%)"", ""realization (moderata: 25.00%)"", ""confusion (debole: 12.50%)""]"
Roonweld,"[""approval"", ""annoyance"", ""disappointment""]","[35.71, 25.0, 17.86]",[],"[""approval"", ""annoyance""]","[""disappointment""]","[""approval (moderata: 35.71%)"", ""annoyance (moderata: 25.00%)"", ""disappointment (debole: 17.86%)""]"
RoryRad,"[""curiosity"", ""approval"", ""confusion""]","[34.78, 21.74, 21.74]",[],"[""curiosity""]","[""approval"", ""confusion""]","[""curiosity (moderata: 34.78%)"", ""approval (debole: 21.74%)"", ""confusion (debole: 21.74%)""]"
RunAMuckGirl,"[""approval"", ""admiration"", ""excitement""]","[30.77, 19.23, 19.23]",[],"[""approval""]","[""admiration"", ""excitement""]","[""approval (moderata: 30.77%)"", ""admiration (debole: 19.23%)"", ""excitement (debole: 19.23%)""]"
Runamoke,"[""annoyance"", ""disapproval"", ""approval""]","[41.67, 29.17, 25.0]",[],"[""annoyance"", ""disapproval"", ""approval""]",[],"[""annoyance (moderata: 41.67%)"", ""disapproval (moderata: 29.17%)"", ""approval (moderata: 25.00%)""]"
SPQR1776,"[""approval"", ""gratitude"", ""disapproval""]","[36.36, 22.73, 18.18]",[],"[""approval""]","[""gratitude"", ""disapproval""]","[""approval (moderata: 36.36%)"", ""gratitude (debole: 22.73%)"", ""disapproval (debole: 18.18%)""]"
SYO2017,"[""gratitude"", ""approval"", ""love""]","[19.23, 19.23, 15.38]",[],[],"[""gratitude"", ""approval"", ""love""]","[""gratitude (debole: 19.23%)"", ""approval (debole: 19.23%)"", ""love (debole: 15.38%)""]"
Sabata11792,"[""annoyance"", ""approval"", ""confusion""]","[35.0, 20.0, 15.0]",[],"[""annoyance""]","[""approval"", ""confusion""]","[""annoyance (moderata: 35.00%)"", ""approval (debole: 20.00%)"", ""confusion (debole: 15.00%)""]"
SaloL,"[""approval"", ""curiosity"", ""disapproval""]","[39.13, 17.39, 13.04]",[],"[""approval""]","[""curiosity"", ""disapproval""]","[""approval (moderata: 39.13%)"", ""curiosity (debole: 17.39%)"", ""disapproval (debole: 13.04%)""]"
SamURLJackson,"[""approval"", ""annoyance"", ""disapproval""]","[26.92, 19.23, 19.23]",[],"[""approval""]","[""annoyance"", ""disapproval""]","[""approval (moderata: 26.92%)"", ""annoyance (debole: 19.23%)"", ""disapproval (debole: 19.23%)""]"
Santza886,"[""approval"", ""curiosity"", ""annoyance""]","[36.36, 36.36, 22.73]",[],"[""approval"", ""curiosity""]","[""annoyance""]","[""approval (moderata: 36.36%)"", ""curiosity (moderata: 36.36%)"", ""annoyance (debole: 22.73%)""]"
SassyLibrarianGoesSh,"[""approval"", ""annoyance"", ""disappointment""]","[29.17, 16.67, 16.67]",[],"[""approval""]","[""annoyance"", ""disappointment""]","[""approval (moderata: 29.17%)"", ""annoyance (debole: 16.67%)"", ""disappointment (debole: 16.67%)""]"
Sazzzzzzzzzzz,"[""approval"", ""amusement"", ""disgust""]","[33.33, 25.93, 18.52]",[],"[""approval"", ""amusement""]","[""disgust""]","[""approval (moderata: 33.33%)"", ""amusement (moderata: 25.93%)"", ""disgust (debole: 18.52%)""]"
Scarcer,"[""admiration"", ""approval"", ""annoyance""]","[20.83, 16.67, 16.67]",[],[],"[""admiration"", ""approval"", ""annoyance""]","[""admiration (debole: 20.83%)"", ""approval (debole: 16.67%)"", ""annoyance (debole: 16.67%)""]"
Scarz93,"[""admiration"", ""approval"", ""disapproval""]","[37.04, 14.81, 14.81]",[],"[""admiration""]","[""approval"", ""disapproval""]","[""admiration (moderata: 37.04%)"", ""approval (debole: 14.81%)"", ""disapproval (debole: 14.81%)""]"
Scending,"[""curiosity"", ""optimism"", ""approval""]","[44.0, 20.0, 16.0]",[],"[""curiosity""]","[""optimism"", ""approval""]","[""curiosity (moderata: 44.00%)"", ""optimism (debole: 20.00%)"", ""approval (debole: 16.00%)""]"
Schwarzwald_Creme,"[""approval"", ""disgust"", ""curiosity""]","[27.27, 22.73, 18.18]",[],"[""approval""]","[""disgust"", ""curiosity""]","[""approval (moderata: 27.27%)"", ""disgust (debole: 22.73%)"", ""curiosity (debole: 18.18%)""]"
Scornful_One,"[""approval"", ""curiosity"", ""gratitude""]","[29.63, 18.52, 18.52]",[],"[""approval""]","[""curiosity"", ""gratitude""]","[""approval (moderata: 29.63%)"", ""curiosity (debole: 18.52%)"", ""gratitude (debole: 18.52%)""]"
Scott555,"[""annoyance"", ""approval"", ""admiration""]","[21.43, 21.43, 17.86]",[],[],"[""annoyance"", ""approval"", ""admiration""]","[""annoyance (debole: 21.43%)"", ""approval (debole: 21.43%)"", ""admiration (debole: 17.86%)""]"
Scudmuffin1,"[""disapproval"", ""curiosity"", ""approval""]","[31.58, 26.32, 26.32]",[],"[""disapproval"", ""curiosity"", ""approval""]",[],"[""disapproval (moderata: 31.58%)"", ""curiosity (moderata: 26.32%)"", ""approval (moderata: 26.32%)""]"
SeanArtist,"[""approval"", ""curiosity"", ""confusion""]","[30.0, 30.0, 15.0]",[],"[""approval"", ""curiosity""]","[""confusion""]","[""approval (moderata: 30.00%)"", ""curiosity (moderata: 30.00%)"", ""confusion (debole: 15.00%)""]"
Seanctk10001,"[""approval"", ""disapproval"", ""curiosity""]","[32.0, 32.0, 20.0]",[],"[""approval"", ""disapproval""]","[""curiosity""]","[""approval (moderata: 32.00%)"", ""disapproval (moderata: 32.00%)"", ""curiosity (debole: 20.00%)""]"
SentientCat,"[""approval"", ""annoyance"", ""anger""]","[26.92, 19.23, 15.38]",[],"[""approval""]","[""annoyance"", ""anger""]","[""approval (moderata: 26.92%)"", ""annoyance (debole: 19.23%)"", ""anger (debole: 15.38%)""]"
Serious1yJoking,"[""approval"", ""disapproval"", ""disgust""]","[30.77, 30.77, 19.23]",[],"[""approval"", ""disapproval""]","[""disgust""]","[""approval (moderata: 30.77%)"", ""disapproval (moderata: 30.77%)"", ""disgust (debole: 19.23%)""]"
Serspring,"[""admiration"", ""approval"", ""curiosity""]","[24.0, 24.0, 20.0]",[],[],"[""admiration"", ""approval"", ""curiosity""]","[""admiration (debole: 24.00%)"", ""approval (debole: 24.00%)"", ""curiosity (debole: 20.00%)""]"
SexWomble,"[""approval"", ""disgust"", ""disapproval""]","[29.63, 22.22, 18.52]",[],"[""approval""]","[""disgust"", ""disapproval""]","[""approval (moderata: 29.63%)"", ""disgust (debole: 22.22%)"", ""disapproval (debole: 18.52%)""]"
Sexua1Ref0rmer,"[""amusement"", ""curiosity"", ""disapproval""]","[20.83, 20.83, 16.67]",[],[],"[""amusement"", ""curiosity"", ""disapproval""]","[""amusement (debole: 20.83%)"", ""curiosity (debole: 20.83%)"", ""disapproval (debole: 16.67%)""]"
Shadow_Of_,"[""annoyance"", ""disapproval"", ""curiosity""]","[29.17, 20.83, 20.83]",[],"[""annoyance""]","[""disapproval"", ""curiosity""]","[""annoyance (moderata: 29.17%)"", ""disapproval (debole: 20.83%)"", ""curiosity (debole: 20.83%)""]"
Sharpes_Sword,"[""admiration"", ""curiosity"", ""approval""]","[33.33, 27.78, 22.22]",[],"[""admiration"", ""curiosity""]","[""approval""]","[""admiration (moderata: 33.33%)"", ""curiosity (moderata: 27.78%)"", ""approval (debole: 22.22%)""]"
ShittingPanda,"[""approval"", ""annoyance"", ""disgust""]","[23.33, 20.0, 16.67]",[],[],"[""approval"", ""annoyance"", ""disgust""]","[""approval (debole: 23.33%)"", ""annoyance (debole: 20.00%)"", ""disgust (debole: 16.67%)""]"
ShittyMcShitbreath,"[""annoyance"", ""curiosity"", ""approval""]","[40.74, 22.22, 18.52]",[],"[""annoyance""]","[""curiosity"", ""approval""]","[""annoyance (moderata: 40.74%)"", ""curiosity (debole: 22.22%)"", ""approval (debole: 18.52%)""]"
Shiverlynn,"[""disapproval"", ""curiosity"", ""confusion""]","[21.74, 21.74, 21.74]",[],[],"[""disapproval"", ""curiosity"", ""confusion""]","[""disapproval (debole: 21.74%)"", ""curiosity (debole: 21.74%)"", ""confusion (debole: 21.74%)""]"
ShockinglyAccurate,"[""curiosity"", ""approval"", ""anger""]","[26.92, 15.38, 15.38]",[],"[""curiosity""]","[""approval"", ""anger""]","[""curiosity (moderata: 26.92%)"", ""approval (debole: 15.38%)"", ""anger (debole: 15.38%)""]"
SilentSwordYE,"[""curiosity"", ""gratitude"", ""approval""]","[23.81, 19.05, 14.29]",[],[],"[""curiosity"", ""gratitude"", ""approval""]","[""curiosity (debole: 23.81%)"", ""gratitude (debole: 19.05%)"", ""approval (debole: 14.29%)""]"
Silmariel,"[""caring"", ""annoyance"", ""disgust""]","[41.38, 37.93, 37.93]",[],"[""caring"", ""annoyance"", ""disgust""]",[],"[""caring (moderata: 41.38%)"", ""annoyance (moderata: 37.93%)"", ""disgust (moderata: 37.93%)""]"
Silverlight42,"[""approval"", ""disapproval"", ""annoyance""]","[31.82, 18.18, 13.64]",[],"[""approval""]","[""disapproval"", ""annoyance""]","[""approval (moderata: 31.82%)"", ""disapproval (debole: 18.18%)"", ""annoyance (debole: 13.64%)""]"
Simcurious,"[""approval"", ""curiosity"", ""disapproval""]","[28.0, 24.0, 24.0]",[],"[""approval""]","[""curiosity"", ""disapproval""]","[""approval (moderata: 28.00%)"", ""curiosity (debole: 24.00%)"", ""disapproval (debole: 24.00%)""]"
Sinthemoon,"[""disgust"", ""disapproval"", ""approval""]","[29.17, 25.0, 20.83]",[],"[""disgust"", ""disapproval""]","[""approval""]","[""disgust (moderata: 29.17%)"", ""disapproval (moderata: 25.00%)"", ""approval (debole: 20.83%)""]"
SirJiggart,"[""curiosity"", ""admiration"", ""anger""]","[29.63, 18.52, 18.52]",[],"[""curiosity""]","[""admiration"", ""anger""]","[""curiosity (moderata: 29.63%)"", ""admiration (debole: 18.52%)"", ""anger (debole: 18.52%)""]"
SisterCee,"[""gratitude"", ""disapproval"", ""realization""]","[26.92, 19.23, 15.38]",[],"[""gratitude""]","[""disapproval"", ""realization""]","[""gratitude (moderata: 26.92%)"", ""disapproval (debole: 19.23%)"", ""realization (debole: 15.38%)""]"
Sketcher10,"[""approval"", ""admiration"", ""disapproval""]","[18.52, 14.81, 14.81]",[],[],"[""approval"", ""admiration"", ""disapproval""]","[""approval (debole: 18.52%)"", ""admiration (debole: 14.81%)"", ""disapproval (debole: 14.81%)""]"
SkincareQuestions10,"[""annoyance"", ""approval"", ""disapproval""]","[27.59, 20.69, 13.79]",[],"[""annoyance""]","[""approval"", ""disapproval""]","[""annoyance (moderata: 27.59%)"", ""approval (debole: 20.69%)"", ""disapproval (debole: 13.79%)""]"
Skinny_boi13,"[""annoyance"", ""approval"", ""gratitude""]","[30.43, 17.39, 17.39]",[],"[""annoyance""]","[""approval"", ""gratitude""]","[""annoyance (moderata: 30.43%)"", ""approval (debole: 17.39%)"", ""gratitude (debole: 17.39%)""]"
Skreex,"[""approval"", ""admiration"", ""disgust""]","[39.13, 21.74, 17.39]",[],"[""approval""]","[""admiration"", ""disgust""]","[""approval (moderata: 39.13%)"", ""admiration (debole: 21.74%)"", ""disgust (debole: 17.39%)""]"
SlipperySalm0n,"[""approval"", ""disapproval"", ""annoyance""]","[30.77, 26.92, 19.23]",[],"[""approval"", ""disapproval""]","[""annoyance""]","[""approval (moderata: 30.77%)"", ""disapproval (moderata: 26.92%)"", ""annoyance (debole: 19.23%)""]"
Smart-Monkey,"[""admiration"", ""approval"", ""disapproval""]","[50.0, 19.23, 19.23]","[""admiration""]",[],"[""approval"", ""disapproval""]","[""admiration (forte: 50.00%)"", ""approval (debole: 19.23%)"", ""disapproval (debole: 19.23%)""]"
SociopathicPeanut,"[""annoyance"", ""curiosity"", ""approval""]","[28.0, 24.0, 20.0]",[],"[""annoyance""]","[""curiosity"", ""approval""]","[""annoyance (moderata: 28.00%)"", ""curiosity (debole: 24.00%)"", ""approval (debole: 20.00%)""]"
Socrates666,"[""annoyance"", ""admiration"", ""anger""]","[29.63, 18.52, 14.81]",[],"[""annoyance""]","[""admiration"", ""anger""]","[""annoyance (moderata: 29.63%)"", ""admiration (debole: 18.52%)"", ""anger (debole: 14.81%)""]"
Soggy_Biscuit_,"[""approval"", ""disgust"", ""disapproval""]","[40.0, 30.0, 26.67]",[],"[""approval"", ""disgust"", ""disapproval""]",[],"[""approval (moderata: 40.00%)"", ""disgust (moderata: 30.00%)"", ""disapproval (moderata: 26.67%)""]"
SonOfWolves95,"[""approval"", ""disgust"", ""realization""]","[39.13, 21.74, 17.39]",[],"[""approval""]","[""disgust"", ""realization""]","[""approval (moderata: 39.13%)"", ""disgust (debole: 21.74%)"", ""realization (debole: 17.39%)""]"
Sorcatarius,"[""approval"", ""curiosity"", ""admiration""]","[36.0, 16.0, 12.0]",[],"[""approval""]","[""curiosity"", ""admiration""]","[""approval (moderata: 36.00%)"", ""curiosity (debole: 16.00%)"", ""admiration (debole: 12.00%)""]"
SparklyRedLightsaber,"[""approval"", ""admiration"", ""gratitude""]","[26.92, 23.08, 19.23]",[],"[""approval""]","[""admiration"", ""gratitude""]","[""approval (moderata: 26.92%)"", ""admiration (debole: 23.08%)"", ""gratitude (debole: 19.23%)""]"
Spiderjoy,"[""annoyance"", ""disapproval"", ""approval""]","[28.0, 16.0, 12.0]",[],"[""annoyance""]","[""disapproval"", ""approval""]","[""annoyance (moderata: 28.00%)"", ""disapproval (debole: 16.00%)"", ""approval (debole: 12.00%)""]"
Splide,"[""admiration"", ""approval"", ""curiosity""]","[36.0, 20.0, 12.0]",[],"[""admiration""]","[""approval"", ""curiosity""]","[""admiration (moderata: 36.00%)"", ""approval (debole: 20.00%)"", ""curiosity (debole: 12.00%)""]"
Stainedview13,"[""annoyance"", ""approval"", ""curiosity""]","[21.43, 21.43, 17.86]",[],[],"[""annoyance"", ""approval"", ""curiosity""]","[""annoyance (debole: 21.43%)"", ""approval (debole: 21.43%)"", ""curiosity (debole: 17.86%)""]"
Starburstnova,"[""approval"", ""admiration"", ""curiosity""]","[46.43, 21.43, 17.86]",[],"[""approval""]","[""admiration"", ""curiosity""]","[""approval (moderata: 46.43%)"", ""admiration (debole: 21.43%)"", ""curiosity (debole: 17.86%)""]"
Static541,"[""admiration"", ""disappointment"", ""approval""]","[22.22, 22.22, 22.22]",[],[],"[""admiration"", ""disappointment"", ""approval""]","[""admiration (debole: 22.22%)"", ""disappointment (debole: 22.22%)"", ""approval (debole: 22.22%)""]"
Stellarvore1384,"[""disgust"", ""love"", ""approval""]","[37.04, 25.93, 22.22]",[],"[""disgust"", ""love""]","[""approval""]","[""disgust (moderata: 37.04%)"", ""love (moderata: 25.93%)"", ""approval (debole: 22.22%)""]"
StellatedColt,"[""annoyance"", ""curiosity"", ""amusement""]","[19.23, 19.23, 15.38]",[],[],"[""annoyance"", ""curiosity"", ""amusement""]","[""annoyance (debole: 19.23%)"", ""curiosity (debole: 19.23%)"", ""amusement (debole: 15.38%)""]"
Stoic-Mentat,"[""curiosity"", ""annoyance"", ""disgust""]","[33.33, 22.22, 18.52]",[],"[""curiosity""]","[""annoyance"", ""disgust""]","[""curiosity (moderata: 33.33%)"", ""annoyance (debole: 22.22%)"", ""disgust (debole: 18.52%)""]"
Stratemagician,"[""admiration"", ""approval"", ""amusement""]","[34.78, 26.09, 13.04]",[],"[""admiration"", ""approval""]","[""amusement""]","[""admiration (moderata: 34.78%)"", ""approval (moderata: 26.09%)"", ""amusement (debole: 13.04%)""]"
Strength_from_Within,"[""approval"", ""disapproval"", ""disgust""]","[39.29, 39.29, 35.71]",[],"[""approval"", ""disapproval"", ""disgust""]",[],"[""approval (moderata: 39.29%)"", ""disapproval (moderata: 39.29%)"", ""disgust (moderata: 35.71%)""]"
Strongbhoy,"[""approval"", ""joy"", ""disapproval""]","[23.08, 19.23, 19.23]",[],[],"[""approval"", ""joy"", ""disapproval""]","[""approval (debole: 23.08%)"", ""joy (debole: 19.23%)"", ""disapproval (debole: 19.23%)""]"
StyreotypicalLurker,"[""curiosity"", ""disapproval"", ""gratitude""]","[22.22, 18.52, 18.52]",[],[],"[""curiosity"", ""disapproval"", ""gratitude""]","[""curiosity (debole: 22.22%)"", ""disapproval (debole: 18.52%)"", ""gratitude (debole: 18.52%)""]"
SublimeIbanez,"[""curiosity"", ""approval"", ""anger""]","[32.0, 20.0, 16.0]",[],"[""curiosity""]","[""approval"", ""anger""]","[""curiosity (moderata: 32.00%)"", ""approval (debole: 20.00%)"", ""anger (debole: 16.00%)""]"
Subs-man,"[""admiration"", ""curiosity"", ""gratitude""]","[25.0, 25.0, 21.43]",[],"[""admiration"", ""curiosity""]","[""gratitude""]","[""admiration (moderata: 25.00%)"", ""curiosity (moderata: 25.00%)"", ""gratitude (debole: 21.43%)""]"
Sunanas,"[""annoyance"", ""approval"", ""admiration""]","[34.78, 30.43, 17.39]",[],"[""annoyance"", ""approval""]","[""admiration""]","[""annoyance (moderata: 34.78%)"", ""approval (moderata: 30.43%)"", ""admiration (debole: 17.39%)""]"
SunnyLumos,"[""admiration"", ""approval"", ""curiosity""]","[32.0, 28.0, 20.0]",[],"[""admiration"", ""approval""]","[""curiosity""]","[""admiration (moderata: 32.00%)"", ""approval (moderata: 28.00%)"", ""curiosity (debole: 20.00%)""]"
Suzarain,"[""approval"", ""admiration"", ""disapproval""]","[34.78, 26.09, 26.09]",[],"[""approval"", ""admiration"", ""disapproval""]",[],"[""approval (moderata: 34.78%)"", ""admiration (moderata: 26.09%)"", ""disapproval (moderata: 26.09%)""]"
Svanhvit,"[""approval"", ""annoyance"", ""disapproval""]","[26.92, 23.08, 15.38]",[],"[""approval""]","[""annoyance"", ""disapproval""]","[""approval (moderata: 26.92%)"", ""annoyance (debole: 23.08%)"", ""disapproval (debole: 15.38%)""]"
Svartsinn,"[""admiration"", ""approval"", ""curiosity""]","[33.33, 33.33, 33.33]",[],"[""admiration"", ""approval"", ""curiosity""]",[],"[""admiration (moderata: 33.33%)"", ""approval (moderata: 33.33%)"", ""curiosity (moderata: 33.33%)""]"
Swarels,"[""disapproval"", ""approval"", ""amusement""]","[38.46, 38.46, 15.38]",[],"[""disapproval"", ""approval""]","[""amusement""]","[""disapproval (moderata: 38.46%)"", ""approval (moderata: 38.46%)"", ""amusement (debole: 15.38%)""]"
SwitchToDecaf,"[""approval"", ""admiration"", ""curiosity""]","[34.78, 17.39, 17.39]",[],"[""approval""]","[""admiration"", ""curiosity""]","[""approval (moderata: 34.78%)"", ""admiration (debole: 17.39%)"", ""curiosity (debole: 17.39%)""]"
T-888,"[""annoyance"", ""confusion"", ""curiosity""]","[30.77, 23.08, 15.38]",[],"[""annoyance""]","[""confusion"", ""curiosity""]","[""annoyance (moderata: 30.77%)"", ""confusion (debole: 23.08%)"", ""curiosity (debole: 15.38%)""]"
TFCNU,"[""annoyance"", ""approval"", ""disapproval""]","[31.03, 24.14, 20.69]",[],"[""annoyance""]","[""approval"", ""disapproval""]","[""annoyance (moderata: 31.03%)"", ""approval (debole: 24.14%)"", ""disapproval (debole: 20.69%)""]"
TXturkey,"[""caring"", ""love"", ""disgust""]","[29.17, 29.17, 29.17]",[],"[""caring"", ""love"", ""disgust""]",[],"[""caring (moderata: 29.17%)"", ""love (moderata: 29.17%)"", ""disgust (moderata: 29.17%)""]"
TacticalBeaner556,"[""approval"", ""admiration"", ""gratitude""]","[36.36, 18.18, 18.18]",[],"[""approval""]","[""admiration"", ""gratitude""]","[""approval (moderata: 36.36%)"", ""admiration (debole: 18.18%)"", ""gratitude (debole: 18.18%)""]"
Talressen,"[""approval"", ""admiration"", ""gratitude""]","[34.78, 30.43, 17.39]",[],"[""approval"", ""admiration""]","[""gratitude""]","[""approval (moderata: 34.78%)"", ""admiration (moderata: 30.43%)"", ""gratitude (debole: 17.39%)""]"
Tea_Holic,"[""annoyance"", ""disappointment"", ""disapproval""]","[55.0, 25.0, 25.0]","[""annoyance""]","[""disappointment"", ""disapproval""]",[],"[""annoyance (forte: 55.00%)"", ""disappointment (moderata: 25.00%)"", ""disapproval (moderata: 25.00%)""]"
Tehsarcassiccanadian,"[""approval"", ""admiration"", ""excitement""]","[30.43, 26.09, 17.39]",[],"[""approval"", ""admiration""]","[""excitement""]","[""approval (moderata: 30.43%)"", ""admiration (moderata: 26.09%)"", ""excitement (debole: 17.39%)""]"
Terranoso,"[""curiosity"", ""admiration"", ""annoyance""]","[34.62, 23.08, 19.23]",[],"[""curiosity""]","[""admiration"", ""annoyance""]","[""curiosity (moderata: 34.62%)"", ""admiration (debole: 23.08%)"", ""annoyance (debole: 19.23%)""]"
Tetha,"[""annoyance"", ""approval"", ""caring""]","[29.17, 20.83, 16.67]",[],"[""annoyance""]","[""approval"", ""caring""]","[""annoyance (moderata: 29.17%)"", ""approval (debole: 20.83%)"", ""caring (debole: 16.67%)""]"
Tetrapolar,"[""approval"", ""disgust"", ""disapproval""]","[26.09, 26.09, 21.74]",[],"[""approval"", ""disgust""]","[""disapproval""]","[""approval (moderata: 26.09%)"", ""disgust (moderata: 26.09%)"", ""disapproval (debole: 21.74%)""]"
ThatOneCanadian,"[""curiosity"", ""annoyance"", ""approval""]","[45.83, 16.67, 16.67]",[],"[""curiosity""]","[""annoyance"", ""approval""]","[""curiosity (moderata: 45.83%)"", ""annoyance (debole: 16.67%)"", ""approval (debole: 16.67%)""]"
ThatThingInTheCorner,"[""annoyance"", ""curiosity"", ""approval""]","[20.0, 20.0, 16.0]",[],[],"[""annoyance"", ""curiosity"", ""approval""]","[""annoyance (debole: 20.00%)"", ""curiosity (debole: 20.00%)"", ""approval (debole: 16.00%)""]"
ThatUrukHaiMotif,"[""approval"", ""disgust"", ""admiration""]","[25.93, 25.93, 18.52]",[],"[""approval"", ""disgust""]","[""admiration""]","[""approval (moderata: 25.93%)"", ""disgust (moderata: 25.93%)"", ""admiration (debole: 18.52%)""]"
The-Constable,"[""admiration"", ""annoyance"", ""approval""]","[34.78, 17.39, 17.39]",[],"[""admiration""]","[""annoyance"", ""approval""]","[""admiration (moderata: 34.78%)"", ""annoyance (debole: 17.39%)"", ""approval (debole: 17.39%)""]"
TheAmazingPeanut1,"[""annoyance"", ""approval"", ""disappointment""]","[21.43, 14.29, 14.29]",[],[],"[""annoyance"", ""approval"", ""disappointment""]","[""annoyance (debole: 21.43%)"", ""approval (debole: 14.29%)"", ""disappointment (debole: 14.29%)""]"
TheBakedPotato,"[""disapproval"", ""disappointment"", ""approval""]","[24.0, 16.0, 16.0]",[],[],"[""disapproval"", ""disappointment"", ""approval""]","[""disapproval (debole: 24.00%)"", ""disappointment (debole: 16.00%)"", ""approval (debole: 16.00%)""]"
TheDoctorShrimp,"[""approval"", ""caring"", ""disappointment""]","[22.73, 18.18, 13.64]",[],[],"[""approval"", ""caring"", ""disappointment""]","[""approval (debole: 22.73%)"", ""caring (debole: 18.18%)"", ""disappointment (debole: 13.64%)""]"
